#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-12-07T07:52:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ61af11f5137f97	
#INFO	-out.max=unlimited	
#INFO	queryParameters=17	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-order=I
#-out.src=I/345/gaia2
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&pos:M13( 30 arcmin J2000)&HTTPPRM:&&-ref=VIZ61af11f5137f97&-out.max=50&-out.form=HTML Table&-out.add=_RAJ,_DEJ&-oc.form=dec&-c=M13&-c.eq=J2000&-c.r=30&-c.u=arcmin&-c.geom=b&-order=I&-out.orig=standard&-out=DR2Name&-out=Gmag&-out=BPmag&-out=RPmag&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=I/345/gaia2
#-c=M13
#-c.eq=J2000
#-c.r= 30
#-c.u=arcmin
#-c.geom=b
#-source=I/345/gaia2
#-out.orig=standard
#-out=DR2Name
#-out=Gmag
#-out=BPmag
#-out=RPmag
#
#INFO	-c=250.423475+36.461319,bm=30.000000/30.	
#Constraint -bmark=POST

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	_RAJ2000	(F17.13)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F17.13)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	DR2Name	(a28)	Unique source designation (unique across all Data Releases) (Gaia DR2 NNNNNNNNNNNNNNNNNNN) (designation) (1)	[ucd=meta.id]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	BPmag	(F7.4)	? Integrated BP mean magnitude (Vega) (phot_bp_mean_mag) (26)	[ucd=phot.mag;stat.mean;em.opt.B]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
_RAJ2000|_DEJ2000|DR2Name|Gmag|BPmag|RPmag
250.4736622043096|+36.4986682004599|Gaia DR2 1328058799086886144|19.3826|18.5906|17.9409
250.4738739422861|+36.4984751595152|Gaia DR2 1328058799086886400|20.6056|       |
250.4771711511403|+36.5006569169953|Gaia DR2 1328058799087861120|19.7610|19.4294|18.8815
250.4859160194853|+36.4777767252321|Gaia DR2 1328058730371441024|20.7259|       |
250.4863280961353|+36.4791193224235|Gaia DR2 1328058730362680192|18.0206|       |
250.4908902176163|+36.4830292903913|Gaia DR2 1328058730371441408|20.6875|19.1619|19.1304
250.4766738451100|+36.4990838982686|Gaia DR2 1328058799087855232|19.2783|       |
250.4754547348286|+36.5003867903839|Gaia DR2 1328058799086884608|19.1430|       |
250.5069724529906|+36.4901796778115|Gaia DR2 1328058764728986112|21.0833|       |
250.4913447830904|+36.4867452231690|Gaia DR2 1328058730362749056|18.8277|17.9537|17.6210
250.4894382434192|+36.4738551920382|Gaia DR2 1328058730367218688|19.7405|18.5687|18.0169
250.4669634342484|+36.4925301800609|Gaia DR2 1328058799086889344|20.2714|       |
250.4896253252552|+36.4733264878260|Gaia DR2 1328058730367218816|20.2323|       |
250.5027452897854|+36.4858036722637|Gaia DR2 1328058764730172160|17.0315|17.3016|16.4088
250.4719591297908|+36.4984105555733|Gaia DR2 1328058799086889472|20.5652|       |
250.4885619832688|+36.4992661220689|Gaia DR2 1328058833446561664|20.2345|       |
250.4779457424515|+36.5043158717966|Gaia DR2 1328058833446628480|19.9409|       |
250.4856583982639|+36.5049578921763|Gaia DR2 1328058833442908416|19.9553|       |
250.4782530896393|+36.5041382997936|Gaia DR2 1328058833446628352|20.0729|       |
250.4754102951376|+36.5014951309302|Gaia DR2 1328058799086890624|19.3533|19.1198|18.5646
250.4745962970522|+36.4861878385506|Gaia DR2 1328058799090113920|16.5054|16.7923|15.8554
250.4957289466438|+36.4802682526215|Gaia DR2 1328058730370439168|18.8358|18.7840|18.1314
250.4765023329217|+36.4830188572395|Gaia DR2 1328058799082520576|17.3980|17.4511|16.6482
250.4796734379462|+36.4983042176870|Gaia DR2 1328058799087855872|20.7978|       |
250.4772956603150|+36.4819016060947|Gaia DR2 1328058799082521344|18.0350|       |
250.4775990269339|+36.4823072973121|Gaia DR2 1328058799082521216|18.1929|       |
250.4862229016194|+36.4849963566648|Gaia DR2 1328058730362848896|19.8539|       |
250.4757609779343|+36.5024617363714|Gaia DR2 1328058799086893440|19.7422|19.3271|18.6990
250.4758159798415|+36.5020482569731|Gaia DR2 1328058799086893312|19.9850|       |
250.4765854317565|+36.4873010227918|Gaia DR2 1328058799082779392|18.4058|18.2420|17.1445
250.4984649692118|+36.4826769072898|Gaia DR2 1328058764730176000|18.3131|18.3361|17.6823
250.4780883125443|+36.5050705750172|Gaia DR2 1328058833446633344|20.6908|       |
250.4891876725500|+36.4755020405271|Gaia DR2 1328058730370444160|14.9894|15.0387|14.7811
250.4768861511025|+36.5034776172173|Gaia DR2 1328058799086891648|18.4925|18.3834|17.7654
250.4757546981273|+36.4977384826831|Gaia DR2 1328058799087851776|19.8805|19.5510|18.9559
250.5050616008459|+36.4961814237818|Gaia DR2 1328058764722393728|18.7775|18.8356|18.2259
250.4912201221450|+36.4777860324581|Gaia DR2 1328058730370444544|18.0067|17.8789|17.2549
250.4882576806576|+36.4935181142077|Gaia DR2 1328058833442264448|20.7074|       |
250.4886342478214|+36.4936858381081|Gaia DR2 1328058833442264320|20.0017|       |
250.4890203789842|+36.4941071139133|Gaia DR2 1328058833442264192|17.5540|17.6281|16.7650
250.4847570305720|+36.5005080595890|Gaia DR2 1328058833442808192|19.3727|       |
250.5030448333601|+36.4898933869162|Gaia DR2 1328058764730183168|17.6729|17.8387|17.0824
250.5020828663722|+36.4937176738316|Gaia DR2 1328058764722399616|18.9317|18.8020|18.2859
250.4893499919639|+36.4936232566506|Gaia DR2 1328058764722787840|17.6692|       |
250.4901510772773|+36.4910693530738|Gaia DR2 1328058730368369280|20.6275|20.0034|19.3919
250.5035768905733|+36.4989786268172|Gaia DR2 1328058764722496768|18.2612|18.1483|17.5981
250.4931833259580|+36.4900714808674|Gaia DR2 1328058764728107136|19.9133|19.4026|18.8706
250.4774110479356|+36.4896997374297|Gaia DR2 1328058799082849664|20.0283|       |
250.4770659459312|+36.4896897206514|Gaia DR2 1328058799082849536|20.4774|       |
250.4771028839352|+36.4901487727735|Gaia DR2 1328058799082849408|20.5832|       |
250.4961665533573|+36.4818409724974|Gaia DR2 1328058730370443008|20.6924|       |
250.4767005924179|+36.4898208816803|Gaia DR2 1328058799082850176|18.8362|       |
250.4765289023224|+36.4896750373315|Gaia DR2 1328058799082850048|19.2410|       |
250.4717814218249|+36.4928844401735|Gaia DR2 1328058799086865920|19.9222|19.1068|18.5329
250.4777719232740|+36.4894248092573|Gaia DR2 1328058799082849792|20.9491|       |
250.4907115951512|+36.4818455198634|Gaia DR2 1328058730362659200|18.9780|18.8837|18.2390
250.4913728957502|+36.5017637813575|Gaia DR2 1328058833446556288|18.4346|18.0988|17.4217
250.4945222096729|+36.4791267821324|Gaia DR2 1328058730362485504|19.2041|19.0705|18.5055
250.4710938683372|+36.4911747736870|Gaia DR2 1328058799086862976|18.0039|18.0446|17.3440
250.4754034943971|+36.4956310675459|Gaia DR2 1328058799086863360|19.5802|19.2443|18.5353
250.4703301471964|+36.4907155158078|Gaia DR2 1328058799086864256|19.4322|       |
250.4699640362038|+36.4907212826020|Gaia DR2 1328058799086864128|20.3802|       |
250.4900004811459|+36.5106841074392|Gaia DR2 1328058833446602368|19.8662|       |
250.4830823864605|+36.5054201060620|Gaia DR2 1328058833446607744|18.4861|18.4661|17.8323
250.4718915102653|+36.4939806220205|Gaia DR2 1328058799086869120|18.6228|18.5899|17.9192
250.4730103825075|+36.4952347053888|Gaia DR2 1328058799086869888|19.0673|18.8934|18.2918
250.4971022037668|+36.4888708032727|Gaia DR2 1328058764722403840|18.1699|18.1618|17.5012
250.4770827058043|+36.5040832922937|Gaia DR2 1328058799086895232|19.7378|18.9378|18.3577
250.4778232214875|+36.5047982624734|Gaia DR2 1328058833446633472|18.9577|       |
250.4685712747050|+36.4955160977066|Gaia DR2 1328058799086896384|17.6161|17.6609|16.8762
250.4788957114259|+36.5014644307066|Gaia DR2 1328058799086866432|20.2576|19.2235|19.1573
250.4740172455109|+36.4955548565905|Gaia DR2 1328058799086867072|18.3519|18.4123|17.7665
250.4713091979788|+36.4975547769740|Gaia DR2 1328058799088841216|20.3182|       |
250.4842355047684|+36.5063973538278|Gaia DR2 1328058833446606208|19.2428|19.1311|18.4767
250.4802859401988|+36.5021038877332|Gaia DR2 1328058833446605824|19.7062|18.9335|18.4266
250.4713143734898|+36.4932215322350|Gaia DR2 1328058799086868096|19.9298|19.4220|18.6560
250.4709543325488|+36.4929338472405|Gaia DR2 1328058799086867968|20.2728|       |
250.4732880795421|+36.4978956521973|Gaia DR2 1328058799088734336|20.1675|       |
250.4814355197375|+36.5044101865815|Gaia DR2 1328058833446612096|19.6824|19.2591|18.6347
250.4816194070349|+36.5045785252937|Gaia DR2 1328058833446611968|20.4926|       |
250.4728289272283|+36.4957479069134|Gaia DR2 1328058799086874496|20.7747|       |
250.4788548985604|+36.4922397338910|Gaia DR2 1328058799082828672|20.3178|       |
250.4805054429556|+36.5038711264564|Gaia DR2 1328058833446608896|19.1188|19.0153|18.3737
250.4736791556160|+36.4964598864752|Gaia DR2 1328058799086871424|20.3284|       |
250.4795142172218|+36.4923904964376|Gaia DR2 1328058799082828928|17.6937|       |
250.4790516461740|+36.4930049845274|Gaia DR2 1328058799082828800|20.3520|       |
250.4777383847654|+36.4918767980087|Gaia DR2 1328058794790027264|17.3096|17.5519|16.6688
250.4701858910276|+36.4927343615777|Gaia DR2 1328058799086871936|19.3046|18.9834|18.0871
250.4773059281268|+36.5000054341771|Gaia DR2 1328058799086871680|19.7667|       |
250.4739223186052|+36.4965282008640|Gaia DR2 1328058799086871552|19.4512|19.0173|18.4841
250.4995079175102|+36.4973000527645|Gaia DR2 1328058764728129408|20.7814|20.1063|
250.4779966878455|+36.5015804270151|Gaia DR2 1328058799086877056|19.9332|19.7093|19.1011
250.4992244071262|+36.4902335959694|Gaia DR2 1328058764726987008|20.7916|       |
250.4879365887388|+36.4783582969507|Gaia DR2 1328058730362641792|18.6044|18.5378|17.9777
250.4857954739036|+36.4827047415841|Gaia DR2 1328058726070557952|16.6801|16.8998|16.0365
250.4965741364055|+36.4981055960783|Gaia DR2 1328058764728130688|20.7328|20.2899|19.3593
250.4788977935095|+36.5022828146801|Gaia DR2 1328058799086874880|20.2251|19.9920|19.2989
250.4729835058569|+36.4961504733143|Gaia DR2 1328058799086874752|20.0102|       |
250.4749078455449|+36.4988986727874|Gaia DR2 1328058799086875520|19.1040|18.4973|17.9318
250.4826137093958|+36.4832249602899|Gaia DR2 1328058726070555008|17.6581|17.7653|17.0169
250.4818661587289|+36.4847436793832|Gaia DR2 1328058726070554752|18.0591|18.4176|17.1488
250.4765887225381|+36.5000160783035|Gaia DR2 1328058799086875136|18.8569|18.6540|17.9716
250.4758774989531|+36.4992969964909|Gaia DR2 1328058799086875776|19.6068|       |
250.4831539783585|+36.4999151401005|Gaia DR2 1328058833446586752|20.1841|       |
250.4745964796788|+36.4911645065238|Gaia DR2 1328058799086848768|18.7112|18.3383|17.7735
250.4742079987017|+36.4914120657828|Gaia DR2 1328058799086848640|19.0403|18.3151|17.2895
250.4738133725559|+36.4914913606325|Gaia DR2 1328058799086848512|19.9108|       |
250.5024851503279|+36.4866179767861|Gaia DR2 1328058764722202624|18.0774|18.1278|17.5698
250.4916477959775|+36.4873993177475|Gaia DR2 1328058730362748800|19.4346|18.9647|18.1435
250.4760074128346|+36.4920875357382|Gaia DR2 1328058799086847360|19.3874|       |
250.4989421135006|+36.4854927275799|Gaia DR2 1328058764726966272|20.7548|       |
250.4908717106905|+36.4867208386993|Gaia DR2 1328058730362748672|20.2385|       |
250.4982960356555|+36.4852346177076|Gaia DR2 1328058764726966528|19.3496|19.0538|18.4114
250.4737322201384|+36.4998707177782|Gaia DR2 1328058799087855488|19.9735|       |
250.5069116296988|+36.4908998683271|Gaia DR2 1328058764726957696|20.7500|       |
250.4755329436157|+36.4921771172386|Gaia DR2 1328058799086847488|19.1381|       |
250.4785317267617|+36.4854217209506|Gaia DR2 1328058799086794880|20.3814|       |
250.4987931662457|+36.5048863109158|Gaia DR2 1328058829146857216|18.8762|19.0051|18.3731
250.4712742248541|+36.4885795528498|Gaia DR2 1328058799083132928|18.1223|17.8820|17.2594
250.4767199255908|+36.4823804859344|Gaia DR2 1328058799082520448|18.6900|       |
250.4857719644011|+36.5007548311646|Gaia DR2 1328058833449879808|13.9881|14.4760|13.3303
250.4752094846158|+36.4934967050193|Gaia DR2 1328058799086850816|19.9325|18.9879|18.5276
250.4751396337134|+36.4930640438028|Gaia DR2 1328058799086850688|19.8844|       |
250.4716248534458|+36.4899866125958|Gaia DR2 1328058799083134720|19.5361|       |
250.4757018149034|+36.4929504299481|Gaia DR2 1328058799086850560|20.1288|       |
250.4718559085159|+36.4892420589949|Gaia DR2 1328058799083134592|16.8053|16.9247|16.0770
250.4914853958769|+36.4820828018626|Gaia DR2 1328058730362647808|19.0730|       |
250.4916649813077|+36.4813593794149|Gaia DR2 1328058730362647680|19.7444|19.0975|18.6562
250.4777908907870|+36.4967686827681|Gaia DR2 1328058799086856448|19.6696|       |
250.4708441503691|+36.4889086935076|Gaia DR2 1328058799083132800|20.1028|       |
250.4804280526022|+36.4953498890147|Gaia DR2 1328058799086839680|19.9663|19.2734|
250.4828869470477|+36.4774587431086|Gaia DR2 1328058730362722560|18.7350|18.2044|17.7415
250.4804563362916|+36.4984047592464|Gaia DR2 1328058799086857856|19.6759|       |
250.4835574864554|+36.4768664176551|Gaia DR2 1328058730362722304|20.2915|       |
250.4800817899715|+36.4987924500448|Gaia DR2 1328058799086857728|19.1649|18.8912|18.1598
250.4766042667997|+36.4943452778499|Gaia DR2 1328058799086854528|19.4812|19.0502|18.4910
250.4790002342863|+36.4970934808115|Gaia DR2 1328058799086855040|19.7419|19.3836|18.7013
250.4746096719234|+36.4926868276735|Gaia DR2 1328058799086855424|18.5634|18.3750|17.6764
250.4725017837629|+36.4898352300742|Gaia DR2 1328058799083135360|18.4218|       |
250.4742708389559|+36.4925986296092|Gaia DR2 1328058799086855296|20.2668|       |
250.4843443002208|+36.5010366367609|Gaia DR2 1328058833449884800|15.5552|15.9411|14.9406
250.4714126090915|+36.4894402879907|Gaia DR2 1328058799083135872|19.1883|       |
250.4720733518696|+36.4903813592106|Gaia DR2 1328058799083135616|17.9944|       |
250.4710740118950|+36.4903094846832|Gaia DR2 1328058799083135488|18.4890|       |
250.4701071379621|+36.4893347467824|Gaia DR2 1328058799086860544|19.0391|18.8633|18.2433
250.4990462202676|+36.4833405050201|Gaia DR2 1328058764722225664|21.1128|       |
250.4720554122520|+36.4914131207478|Gaia DR2 1328058799086860928|18.0410|18.0787|17.4459
250.4826862427254|+36.4772384996479|Gaia DR2 1328058730362722176|20.1484|       |
250.4730696657599|+36.4916489709724|Gaia DR2 1328058799086858496|19.5759|       |
250.4732462153129|+36.4919295942313|Gaia DR2 1328058799086858368|19.2412|18.4308|17.8389
250.4736711808400|+36.4920735662467|Gaia DR2 1328058799086858240|20.1902|       |
250.4896708974745|+36.5086073401591|Gaia DR2 1328058833446597120|20.1670|19.7067|19.0362
250.4721030150172|+36.4898168075891|Gaia DR2 1328058799090150528|17.7913|17.2827|16.6814
250.4733174034432|+36.4924713467893|Gaia DR2 1328058799086860032|20.2098|       |
250.4789827031366|+36.4981062824513|Gaia DR2 1328058799086859904|19.1067|18.8858|18.2753
250.4676207967872|+36.4919481631376|Gaia DR2 1328058794790016000|15.7763|16.1236|15.1634
250.4728303537426|+36.4865348951362|Gaia DR2 1328058799086832384|18.8578|18.5541|17.9145
250.4879715902715|+36.4765908097331|Gaia DR2 1328058730367243008|20.4558|       |
250.4726360413615|+36.4869610020264|Gaia DR2 1328058799086832256|20.4089|       |
250.4826898143550|+36.4958767071407|Gaia DR2 1328058799086832128|18.5147|18.5053|17.9189
250.4959918749151|+36.4819447138937|Gaia DR2 1328058730362515584|18.5469|18.5061|17.8492
250.4936635974188|+36.5073208810507|Gaia DR2 1328058833446571648|19.9483|19.7015|19.1955
250.5059698999736|+36.4958242937068|Gaia DR2 1328058764726984576|20.4900|       |
250.4967099431209|+36.4860600385281|Gaia DR2 1328058764726982912|20.6551|19.7685|18.7846
250.4869775945892|+36.4888540248814|Gaia DR2 1328058730362904832|19.1124|18.2793|17.8091
250.4902730617512|+36.4836943060339|Gaia DR2 1328058730362702464|20.3976|       |
250.4761163685223|+36.4986747200064|Gaia DR2 1328058794790026112|17.9019|17.7980|17.1547
250.4862468936690|+36.4802756287218|Gaia DR2 1328058730362730112|18.4350|18.3558|17.7412
250.5022498873853|+36.4909750234618|Gaia DR2 1328058764722319360|18.9107|18.6941|18.0874
250.4765096565985|+36.4902681409395|Gaia DR2 1328058794790026624|17.6206|17.6597|16.8869
250.4980068999816|+36.4865004740573|Gaia DR2 1328058764726979584|20.1784|19.6254|19.2731
250.4892889368193|+36.4834150330847|Gaia DR2 1328058730362702592|20.2711|       |
250.5072145438254|+36.4958393205120|Gaia DR2 1328058764726979072|19.9851|       |
250.4732616991104|+36.4902295408619|Gaia DR2 1328058794790023552|16.8217|16.8403|16.0135
250.4936568557764|+36.4978991579654|Gaia DR2 1328058764727041664|19.7930|19.3454|18.6954
250.4831676826120|+36.4865542758879|Gaia DR2 1328058730367302528|18.4538|18.2132|17.5103
250.4854219165667|+36.4748401424361|Gaia DR2 1328058730362603776|19.1371|       |
250.4856108531245|+36.4752078249215|Gaia DR2 1328058730362603648|18.5978|18.2552|17.6361
250.4851481941508|+36.4750855425094|Gaia DR2 1328058730362603520|20.2924|       |
250.4860466706103|+36.5051028247075|Gaia DR2 1328058833449893376|17.7742|17.8308|17.1195
250.4753395505068|+36.4904824787477|Gaia DR2 1328058799086840320|19.8814|       |
250.4867325430616|+36.4886698497800|Gaia DR2 1328058730362904320|19.8276|       |
250.4816154717810|+36.4958608690638|Gaia DR2 1328058799086837888|18.5854|18.6740|18.0585
250.5032624431714|+36.4998067887758|Gaia DR2 1328058764727008640|18.0441|18.1559|17.5080
250.4785408950547|+36.4822961751613|Gaia DR2 1328058730362994816|17.1152|17.0572|16.3310
250.4877970728562|+36.5022626234695|Gaia DR2 1328058833446576640|19.1913|19.0078|18.3167
250.4799150623624|+36.4954287275148|Gaia DR2 1328058799086839552|20.7925|       |
250.4931496815308|+36.5082566169451|Gaia DR2 1328058833446577792|21.0345|       |
250.4800543096018|+36.4948173135763|Gaia DR2 1328058799086839296|18.1841|18.2770|17.6317
250.4995809066624|+36.4852378695302|Gaia DR2 1328058764728871936|20.9476|       |
250.4763518646556|+36.5011264534577|Gaia DR2 1328058799087859712|19.9663|       |
250.4883256748001|+36.5043228045676|Gaia DR2 1328058833446581120|19.3061|19.2464|18.6300
250.4927879432346|+36.5088697746200|Gaia DR2 1328058833446580992|19.5140|19.4911|18.8332
250.4741668566972|+36.4898815064698|Gaia DR2 1328058799086843264|18.7009|17.9128|17.5800
250.4739615620068|+36.4903242540807|Gaia DR2 1328058799086843136|19.2475|       |
250.4743051928667|+36.4901473238547|Gaia DR2 1328058799086843008|19.6075|       |
250.4854034175486|+36.5017998723483|Gaia DR2 1328058833446582144|20.2591|       |
250.4753832816022|+36.4858864098375|Gaia DR2 1328058799086815616|19.8519|       |
250.4964442410065|+36.4973535930836|Gaia DR2 1328058764727027456|18.7135|18.4571|17.7705
250.4926154055701|+36.4826325214954|Gaia DR2 1328058730362612480|18.6324|18.3084|17.7066
250.4758078236802|+36.4856326344542|Gaia DR2 1328058799086815744|19.6399|       |
250.4921539599170|+36.4823493099001|Gaia DR2 1328058730362612352|19.0321|       |
250.4795573506213|+36.4888321151343|Gaia DR2 1328058799082620416|19.5535|       |
250.4761117389500|+36.4860398626814|Gaia DR2 1328058799086817152|18.6925|17.7729|17.3072
250.4918646917171|+36.4917802675741|Gaia DR2 1328058764727025664|19.4022|19.0833|18.3975
250.4761068880184|+36.4948691458518|Gaia DR2 1328058799086858880|18.8560|18.8371|18.1877
250.4767280250251|+36.4864585160165|Gaia DR2 1328058799086814592|20.3797|       |
250.4750899501308|+36.4847939807429|Gaia DR2 1328058799086815104|20.0780|       |
250.4869303857845|+36.5009456933591|Gaia DR2 1328058833449877376|17.1701|17.3749|16.4872
250.4746911849736|+36.4845579680683|Gaia DR2 1328058799086814976|18.6406|18.3718|17.7466
250.4751163657507|+36.4852315729001|Gaia DR2 1328058799086814848|20.2236|       |
250.4896763433029|+36.4753051246850|Gaia DR2 1328058730362528256|18.9002|       |
250.4903833497944|+36.5111359306031|Gaia DR2 1328058829146864512|17.7405|17.9460|17.1773
250.4909602017719|+36.4961521568691|Gaia DR2 1328058833446522112|20.4828|19.9641|19.2475
250.4815580589830|+36.4883367373815|Gaia DR2 1328058799086793472|19.0404|18.8940|18.3446
250.4836841504929|+36.4939856010613|Gaia DR2 1328058799086818688|18.0729|18.1814|17.5308
250.4852659622096|+36.4961679248506|Gaia DR2 1328058799082780672|17.7820|17.9981|17.2672
250.4922595682033|+36.4784160523067|Gaia DR2 1328058730362525568|18.8892|18.7455|18.2234
250.4908976835659|+36.4898285564574|Gaia DR2 1328058730367284096|18.7456|18.7334|18.0466
250.4849878947835|+36.4998415279391|Gaia DR2 1328058833442808320|18.5903|       |
250.4772100113643|+36.4870972484059|Gaia DR2 1328058799082778880|18.3298|17.6285|17.0998
250.4856165816233|+36.5084643878307|Gaia DR2 1328058829147229440|17.6560|17.9065|17.0803
250.4890225438955|+36.4956101539333|Gaia DR2 1328058833446527616|19.6828|       |
250.4930324503011|+36.4895483077302|Gaia DR2 1328058764727010048|20.4840|       |
250.4956618838126|+36.5073661543511|Gaia DR2 1328058833446563328|20.8537|       |
250.4892918744025|+36.4959412451850|Gaia DR2 1328058833446527872|18.8877|18.5825|17.9310
250.4770294482835|+36.4870763930067|Gaia DR2 1328058799082779136|18.6581|       |
250.4862136104771|+36.5043710844310|Gaia DR2 1328058833446593024|18.8305|18.8405|18.2687
250.4808067288691|+36.4873770424226|Gaia DR2 1328058799086792192|19.9003|       |
250.4853805936463|+36.4916453987120|Gaia DR2 1328058799086792320|20.7294|       |
250.4884575794708|+36.4972210213675|Gaia DR2 1328058833446548480|19.9888|19.7151|19.0730
250.4795145346010|+36.4902575595106|Gaia DR2 1328058799086821888|19.6790|19.3861|18.5047
250.4812877043577|+36.4876259364125|Gaia DR2 1328058799086791936|20.2218|       |
250.4889387210162|+36.4915008699250|Gaia DR2 1328058730362979712|19.3432|       |
250.4803898223360|+36.4871585657581|Gaia DR2 1328058799086792064|18.7849|18.6103|17.9515
250.4710864859524|+36.4957005741371|Gaia DR2 1328058799083297408|19.1977|       |
250.4828907351461|+36.4894148892408|Gaia DR2 1328058799086791296|18.5903|18.6513|18.0416
250.4704067462959|+36.4957830885825|Gaia DR2 1328058799083297280|20.3206|       |
250.4737748732513|+36.4855652106140|Gaia DR2 1328058799086827648|19.6221|18.8969|18.2682
250.4947416908725|+36.5072415997305|Gaia DR2 1328058833446566528|19.5350|19.1160|18.4738
250.4905508721502|+36.4965990842170|Gaia DR2 1328058833446524672|20.4943|20.0721|19.5078
250.4914932621863|+36.5042205075802|Gaia DR2 1328058833446567168|19.3579|       |
250.4833431064138|+36.4770274007873|Gaia DR2 1328058730362722688|18.5390|18.0695|17.4340
250.4766685144536|+36.4890742755586|Gaia DR2 1328058799086829312|18.7460|18.4842|17.9067
250.4912304851979|+36.5043055174760|Gaia DR2 1328058833446567424|20.1303|       |
250.4920337938202|+36.5038574245116|Gaia DR2 1328058833446563840|18.8581|18.7406|18.1493
250.4817717028460|+36.4936555002460|Gaia DR2 1328058799086826240|19.4663|       |
250.4815047247633|+36.4939622771393|Gaia DR2 1328058799086826112|18.3645|18.1320|17.4921
250.4816521733765|+36.4941929553890|Gaia DR2 1328058799086825984|20.4220|       |
250.4863471563770|+36.4933032299406|Gaia DR2 1328058799086788480|20.1472|       |
250.4791435377937|+36.4910378976959|Gaia DR2 1328058799086826752|19.0025|18.7650|18.0691
250.4937965588381|+36.5002084471961|Gaia DR2 1328058833446525568|20.1920|19.5200|18.9959
250.4727205576495|+36.4882576393183|Gaia DR2 1328058799088619776|20.2895|19.1369|
250.4792258648473|+36.4869494365073|Gaia DR2 1328058799086799232|19.8349|       |
250.4792023472284|+36.4872730581441|Gaia DR2 1328058799086799104|18.8719|18.5426|17.8135
250.4879627514374|+36.4929412279698|Gaia DR2 1328058799086782208|20.2964|       |
250.4825303054901|+36.4903382413713|Gaia DR2 1328058799086799360|20.0323|       |
250.4742165845475|+36.4851058844764|Gaia DR2 1328058799091122432|20.5301|       |
250.4771961114764|+36.4915671525925|Gaia DR2 1328058799091122176|20.3771|       |
250.4967278943685|+36.5014982294827|Gaia DR2 1328058764727043456|20.7784|20.1803|19.2838
250.4734119080389|+36.4893678796292|Gaia DR2 1328058799091122688|19.6866|       |
250.4867551643782|+36.4941702161551|Gaia DR2 1328058799086796800|19.0550|19.0587|18.4179
250.4927717654186|+36.4984452688942|Gaia DR2 1328058833446522496|19.6017|19.5196|18.8945
250.4883290761227|+36.4959120982034|Gaia DR2 1328058833446536448|19.3650|       |
250.4787472373903|+36.4840865218307|Gaia DR2 1328058799086783872|19.3118|18.6064|18.1673
250.4816408418015|+36.4975747416158|Gaia DR2 1328058799088615552|20.6178|20.2589|19.5552
250.4763477126893|+36.4837514846864|Gaia DR2 1328058799086798592|18.5982|18.4484|17.9372
250.4809953456356|+36.5013048353307|Gaia DR2 1328058833446601600|19.8413|19.9051|18.9098
250.4681778829110|+36.4927050893670|Gaia DR2 1328058799083284992|15.8024|15.7131|15.7499
250.4790106125534|+36.4925593395223|Gaia DR2 1328058799090119680|16.8571|16.9590|16.0593
250.4769937923951|+36.4972096717352|Gaia DR2 1328058799088617472|20.7821|19.8223|19.2871
250.4818712448554|+36.4911079181959|Gaia DR2 1328058799086812928|19.7785|       |
250.4994405730748|+36.4863589160473|Gaia DR2 1328058764726967808|19.7021|19.3274|18.9136
250.4809224136645|+36.4906799356895|Gaia DR2 1328058799086812032|20.0757|       |
250.5025639971974|+36.4896323896611|Gaia DR2 1328058764722274816|19.7208|       |
250.5036635901783|+36.4919081045474|Gaia DR2 1328058764722309504|17.9046|17.9564|17.2504
250.5040123576494|+36.4919848968390|Gaia DR2 1328058764722309376|20.9150|       |
250.4835144558499|+36.4917469788210|Gaia DR2 1328058799086807040|20.3266|19.1865|
250.5036960908676|+36.4916972227458|Gaia DR2 1328058764722309248|20.2298|       |
250.4886976452343|+36.4766682511435|Gaia DR2 1328058730362570752|18.4308|18.2272|17.6368
250.4921241833901|+36.5004422478799|Gaia DR2 1328058833446544768|19.0879|       |
250.4801228969810|+36.4938786511648|Gaia DR2 1328058799088937344|20.8122|       |
250.4970253443969|+36.4841939560984|Gaia DR2 1328058764722281728|19.8031|       |
250.4972699269587|+36.4840429851749|Gaia DR2 1328058764722281600|19.1284|18.6872|18.1094
